(u737, p6):(u2, p6, 0)
(u902, p104):(u932, p104, 2974)
(u1116, p104):(u932, p104, 2975)
(u932, p104):(-1, -1, 2976)
(u708, p86):(u933, p86, 2977)
(u1068, p621):(u937, p621, 2978)
(u661, p621):(u937, p621, 2979)
(u937, p621):(-1, -1, 2980)
(u938, p366):(u938, p668, 2981)
(u1022, p668):(u938, p668, 2982)
(u1022, p366):(u938, p668, 2983)
(u938, p668):(-1, -1, 2984)
(u902, p462):(u943, p462, 2985)
(u304, p462):(u943, p462, 2986)
(u304, p269):(u943, p269, 2987)
(u179, p370):(u944, p370, 2988)
(u146, p370):(u944, p370, 2989)
(u1107, p370):(u944, p370, 2990)
(u1061, p370):(u944, p370, 2991)
(u981, p370):(u944, p370, 2992)
(u595, p370):(u944, p370, 2993)
(u1119, p370):(u944, p370, 2994)
(u944, p370):(-1, -1, 2995)
(u947, p319):(u947, p320, 2996)
(u950, p307):(u950, p306, 2997)
(u103, p306):(u950, p306, 2998)
(u950, p306):(-1, -1, 2999)
(u957, p43):(u957, p52, 3000)
(u957, p74):(u957, p468, 3001)
(u957, p107):(u957, p469, 3002)
(u957, p46):(u957, p469, 3003)
(u957, p42):(u957, p469, 3004)
(u957, p110):(u957, p469, 3005)
(u957, p108):(u957, p669, 3006)
(u957, p44):(u957, p669, 3007)
(u957, p52):(u957, p669, 3008)
(u957, p109):(u957, p669, 3009)
(u957, p49):(u957, p669, 3010)
(u957, p41):(u957, p669, 3011)
(u957, p47):(u957, p669, 3012)
(u957, p54):(u957, p669, 3013)
(u957, p469):(u957, p669, 3014)
(u957, p45):(u957, p669, 3015)
(u957, p333):(u957, p416, 3016)
(u957, p417):(u957, p416, 3017)
(u957, p415):(u957, p416, 3018)
(u959, p518):(u959, p476, 3019)
(u959, p476):(-1, -1, 3020)
(u961, p413):(u961, p662, 3021)
(u961, p266):(u961, p663, 3022)
(u961, p13):(u961, p663, 3023)
(u961, p265):(u961, p663, 3024)
(u965, p319):(u965, p320, 3025)
(u192, p320):(u965, p320, 3026)
(u947, p320):(u965, p320, 3027)
(u113, p320):(u965, p320, 3028)
(u965, p320):(-1, -1, 3029)
(u913, p664):(u966, p664, 3030)
(u966, p664):(-1, -1, 3031)
(u970, p447):(u970, p298, 3032)
(u970, p298):(-1, -1, 3033)
(u729, p27):(u972, p27, 3034)
(u32, p125):(u976, p125, 3035)
(u133, p145):(u979, p145, 3036)
(u710, p145):(u979, p145, 3037)
(u626, p145):(u979, p145, 3038)
(u46, p145):(u979, p145, 3039)
(u982, p17):(u982, p495, 3040)
(u982, p13):(u982, p495, 3041)
(u982, p493):(u982, p495, 3042)
(u982, p18):(u982, p495, 3043)
(u108, p31):(u985, p31, 3044)
(u407, p31):(u985, p31, 3045)
(u995, p31):(u985, p31, 3046)
(u785, p31):(u985, p31, 3047)
(u958, p31):(u985, p31, 3048)
(u472, p31):(u985, p31, 3049)
(u820, p31):(u985, p31, 3050)
(u88, p279):(u987, p279, 3051)
(u88, p280):(u987, p280, 3052)
(u567, p248):(u995, p248, 3053)
(u611, p271):(u996, p271, 3054)
(u611, p272):(u996, p272, 3055)
(u997, p366):(u997, p559, 3056)
(u1003, p478):(u1003, p479, 3057)
(u825, p479):(u1003, p479, 3058)
(u294, p479):(u1003, p479, 3059)
(u1003, p479):(-1, -1, 3060)
(u1004, p43):(u1004, p52, 3061)
(u1004, p62):(u1004, p67, 3062)
(u1004, p42):(u1004, p640, 3063)
(u1004, p51):(u1004, p640, 3064)
(u1004, p47):(u1004, p640, 3065)
(u1004, p107):(u1004, p640, 3066)
(u1004, p52):(u1004, p640, 3067)
(u1004, p46):(u1004, p640, 3068)
(u1004, p45):(u1004, p640, 3069)
(u816, p202):(u1005, p202, 3070)
(u541, p202):(u1005, p202, 3071)
(u244, p155):(u1007, p155, 3072)
(u355, p155):(u1007, p155, 3073)
(u436, p155):(u1007, p155, 3074)
(u1007, p155):(-1, -1, 3075)
(u799, p143):(u1009, p143, 3076)
(u1099, p143):(u1009, p143, 3077)
(u1152, p143):(u1009, p143, 3078)
(u708, p402):(u1009, p402, 3079)
(u318, p402):(u1009, p402, 3080)
(u1099, p402):(u1009, p402, 3081)
(u799, p402):(u1009, p402, 3082)
(u1152, p402):(u1009, p402, 3083)
(u1013, p60):(u1013, p631, 3084)
(u1013, p66):(u1013, p631, 3085)
(u1013, p62):(u1013, p67, 3086)
(u147, p31):(u1014, p31, 3087)
(u53, p31):(u1014, p31, 3088)
(u1040, p31):(u1014, p31, 3089)
(u1040, p35):(u1014, p35, 3090)
(u284, p35):(u1014, p35, 3091)
(u296, p35):(u1014, p35, 3092)
(u10, p35):(u1014, p35, 3093)
(u958, p35):(u1014, p35, 3094)
(u147, p35):(u1014, p35, 3095)
(u53, p35):(u1014, p35, 3096)
(u1016, p265):(u1016, p585, 3097)
(u1016, p297):(u1016, p293, 3098)
(u1016, p13):(u1016, p293, 3099)
(u1016, p585):(u1016, p586, 3100)
(u12, p48):(u1019, p48, 3101)
(u116, p48):(u1019, p48, 3102)
(u902, p48):(u1019, p48, 3103)
(u95, p48):(u1019, p48, 3104)
(u1019, p48):(-1, -1, 3105)
(u517, p146):(u1020, p146, 3106)
(u295, p146):(u1020, p146, 3107)
(u295, p74):(u1020, p74, 3108)
(u295, p145):(u1020, p145, 3109)
(u517, p145):(u1020, p145, 3110)
(u740, p50):(u1023, p50, 3111)
(u902, p229):(u1023, p229, 3112)
(u740, p229):(u1023, p229, 3113)
(u1028, p553):(u1028, p558, 3114)
(u1028, p554):(u1028, p558, 3115)
(u1028, p557):(u1028, p558, 3116)
(u1028, p558):(-1, -1, 3117)
(u44, p161):(u1029, p161, 3118)
(u413, p161):(u1029, p161, 3119)
(u280, p161):(u1029, p161, 3120)
(u420, p161):(u1029, p161, 3121)
(u370, p161):(u1029, p161, 3122)
(u1029, p161):(-1, -1, 3123)
(u1088, p673):(u1037, p672, 3124)
(u1051, p673):(u1037, p672, 3125)
(u1088, p672):(u1037, p672, 3126)
(u1051, p672):(u1037, p672, 3127)
(u1043, p673):(u1037, p672, 3128)
(u1043, p672):(u1037, p672, 3129)
(u1037, p673):(u1037, p672, 3130)
(u1037, p672):(-1, -1, 3131)
(u967, p643):(u1038, p643, 3132)
(u967, p350):(u1038, p350, 3133)
(u196, p241):(u1039, p241, 3134)
(u243, p241):(u1039, p241, 3135)
(u930, p241):(u1039, p241, 3136)
(u421, p241):(u1039, p241, 3137)
(u600, p241):(u1039, p241, 3138)
(u199, p241):(u1039, p241, 3139)
(u1039, p241):(-1, -1, 3140)
(u958, p72):(u1040, p72, 3141)
(u284, p72):(u1040, p72, 3142)
(u281, p252):(u1041, p252, 3143)
(u281, p165):(u1041, p165, 3144)
(u1042, p548):(u1042, p159, 3145)
(u1042, p159):(-1, -1, 3146)
(u1047, p580):(u1047, p666, 3147)
(u927, p666):(u1047, p666, 3148)
(u1047, p666):(-1, -1, 3149)
(u1049, p43):(u1049, p52, 3150)
(u1052, p77):(u1052, p501, 3151)
(u331, p501):(u1052, p501, 3152)
(u1052, p501):(-1, -1, 3153)
(u1054, p178):(u1054, p169, 3154)
(u1054, p43):(u1054, p52, 3155)
(u895, p616):(u1061, p616, 3156)
(u1126, p616):(u1061, p616, 3157)
(u648, p616):(u1061, p616, 3158)
(u1061, p616):(-1, -1, 3159)
(u1062, p13):(u1062, p431, 3160)
(u1062, p42):(u1062, p431, 3161)
(u1062, p54):(u1062, p431, 3162)
(u1062, p46):(u1062, p431, 3163)
(u1062, p110):(u1062, p431, 3164)
(u1062, p107):(u1062, p431, 3165)
(u1062, p295):(u1062, p431, 3166)
(u1062, p49):(u1062, p390, 3167)
(u1062, p258):(u1062, p605, 3168)
(u1062, p378):(u1062, p605, 3169)
(u1062, p273):(u1062, p605, 3170)
(u1062, p213):(u1062, p605, 3171)
(u1062, p310):(u1062, p605, 3172)
(u1062, p168):(u1062, p605, 3173)
(u1062, p648):(u1062, p605, 3174)
(u1062, p268):(u1062, p605, 3175)
(u1062, p229):(u1062, p605, 3176)
(u1062, p142):(u1062, p605, 3177)
(u1062, p389):(u1062, p605, 3178)
(u1062, p379):(u1062, p605, 3179)
(u1062, p541):(u1062, p605, 3180)
(u1062, p172):(u1062, p605, 3181)
(u1062, p437):(u1062, p605, 3182)
(u1062, p431):(u1062, p605, 3183)
(u1062, p45):(u1062, p605, 3184)
(u1062, p270):(u1062, p605, 3185)
(u1062, p491):(u1062, p605, 3186)
(u1062, p47):(u1062, p605, 3187)
(u1062, p2):(u1062, p605, 3188)
(u1062, p550):(u1062, p605, 3189)
(u1062, p36):(u1062, p605, 3190)
(u1062, p108):(u1062, p605, 3191)
(u1062, p335):(u1062, p605, 3192)
(u1062, p390):(u1062, p605, 3193)
(u1062, p109):(u1062, p605, 3194)
(u1062, p150):(u1062, p605, 3195)
(u1062, p605):(-1, -1, 3196)
(u1064, p358):(u1064, p639, 3197)
(u1064, p630):(u1064, p639, 3198)
(u1064, p295):(u1064, p639, 3199)
(u1064, p41):(u1064, p432, 3200)
(u1064, p49):(u1064, p216, 3201)
(u1064, p42):(u1064, p216, 3202)
(u1064, p54):(u1064, p216, 3203)
(u49, p189):(u1067, p189, 3204)
(u1067, p190):(u1067, p189, 3205)
(u1067, p189):(-1, -1, 3206)
(u763, p623):(u1068, p623, 3207)
(u661, p623):(u1068, p623, 3208)
(u1068, p623):(-1, -1, 3209)
(u825, p80):(u1070, p80, 3210)
(u138, p80):(u1070, p80, 3211)
(u715, p80):(u1070, p80, 3212)
(u269, p80):(u1070, p80, 3213)
(u1024, p80):(u1070, p80, 3214)
(u309, p80):(u1070, p80, 3215)
(u718, p80):(u1070, p80, 3216)
(u56, p80):(u1070, p80, 3217)
(u834, p80):(u1070, p80, 3218)
(u567, p80):(u1070, p80, 3219)
(u484, p80):(u1070, p80, 3220)
(u464, p80):(u1070, p80, 3221)
(u1070, p80):(-1, -1, 3222)
(u1075, p42):(u1075, p211, 3223)
(u1075, p210):(u1075, p211, 3224)
(u1075, p107):(u1075, p531, 3225)
(u1075, p108):(u1075, p531, 3226)
(u1075, p109):(u1075, p531, 3227)
(u1075, p54):(u1075, p531, 3228)
(u1075, p110):(u1075, p531, 3229)
(u1075, p43):(u1075, p52, 3230)
(u1075, p46):(u1075, p469, 3231)
(u1075, p45):(u1075, p669, 3232)
(u1075, p47):(u1075, p669, 3233)
(u1075, p52):(u1075, p669, 3234)
(u1075, p44):(u1075, p669, 3235)
(u1075, p49):(u1075, p669, 3236)
(u1075, p469):(u1075, p669, 3237)
(u1075, p41):(u1075, p669, 3238)
(u1080, p146):(u1080, p148, 3239)
(u1080, p147):(u1080, p148, 3240)
(u1080, p71):(u1080, p148, 3241)
(u1080, p145):(u1080, p148, 3242)
(u1080, p68):(u1080, p148, 3243)
(u1080, p150):(u1080, p148, 3244)
(u1080, p142):(u1080, p148, 3245)
(u1080, p143):(u1080, p148, 3246)
(u1106, p36):(u1083, p36, 3247)
(u1084, p42):(u1084, p171, 3248)
(u1084, p54):(u1084, p171, 3249)
(u1084, p108):(u1084, p171, 3250)
(u1084, p107):(u1084, p531, 3251)
(u1084, p109):(u1084, p531, 3252)
(u1084, p110):(u1084, p531, 3253)
(u1084, p164):(u1084, p163, 3254)
(u1086, p634):(u1086, p633, 3255)
(u701, p634):(u1086, p633, 3256)
(u1086, p633):(-1, -1, 3257)
(u928, p464):(u1087, p464, 3258)
(u795, p464):(u1087, p464, 3259)
(u996, p464):(u1087, p464, 3260)
(u819, p464):(u1087, p464, 3261)
(u744, p464):(u1087, p464, 3262)
(u401, p464):(u1087, p464, 3263)
(u748, p464):(u1087, p464, 3264)
(u447, p464):(u1087, p464, 3265)
(u1094, p464):(u1087, p464, 3266)
(u738, p464):(u1087, p464, 3267)
(u601, p464):(u1087, p464, 3268)
(u537, p464):(u1087, p464, 3269)
(u1087, p464):(-1, -1, 3270)
(u997, p559):(u1092, p559, 3271)
(u436, p559):(u1092, p559, 3272)
(u689, p559):(u1092, p559, 3273)
(u1092, p559):(-1, -1, 3274)
(u1093, p575):(u1093, p574, 3275)
(u459, p574):(u1093, p574, 3276)
(u1093, p574):(-1, -1, 3277)
(u1173, p412):(u1094, p412, 3278)
(u545, p412):(u1094, p412, 3279)
(u910, p412):(u1094, p412, 3280)
(u1155, p412):(u1094, p412, 3281)
(u1106, p412):(u1094, p412, 3282)
(u308, p412):(u1094, p412, 3283)
(u941, p412):(u1094, p412, 3284)
(u1096, p412):(u1094, p412, 3285)
(u785, p412):(u1094, p412, 3286)
(u794, p412):(u1094, p412, 3287)
(u589, p412):(u1094, p412, 3288)
(u1095, p412):(u1094, p412, 3289)
(u1082, p412):(u1094, p412, 3290)
(u988, p412):(u1094, p412, 3291)
(u671, p412):(u1094, p412, 3292)
(u246, p412):(u1094, p412, 3293)
(u352, p412):(u1094, p412, 3294)
(u225, p412):(u1094, p412, 3295)
(u820, p412):(u1094, p412, 3296)
(u370, p412):(u1094, p412, 3297)
(u756, p412):(u1094, p412, 3298)
(u903, p412):(u1094, p412, 3299)
(u382, p412):(u1094, p412, 3300)
(u198, p412):(u1094, p412, 3301)
(u399, p412):(u1094, p412, 3302)
(u1176, p412):(u1094, p412, 3303)
(u1094, p412):(-1, -1, 3304)
(u156, p248):(u1099, p248, 3305)
(u995, p248):(u1099, p248, 3306)
(u1075, p248):(u1099, p248, 3307)
(u303, p248):(u1099, p248, 3308)
(u70, p248):(u1099, p248, 3309)
(u761, p248):(u1099, p248, 3310)
(u1024, p248):(u1099, p248, 3311)
(u631, p248):(u1099, p248, 3312)
(u816, p248):(u1099, p248, 3313)
(u668, p248):(u1099, p248, 3314)
(u501, p248):(u1099, p248, 3315)
(u1099, p248):(-1, -1, 3316)
(u433, p81):(u1101, p81, 3317)
(u56, p81):(u1101, p81, 3318)
(u372, p81):(u1101, p81, 3319)
(u1167, p81):(u1101, p81, 3320)
(u274, p81):(u1101, p81, 3321)
(u576, p81):(u1101, p81, 3322)
(u1078, p81):(u1101, p81, 3323)
(u661, p81):(u1101, p81, 3324)
(u31, p81):(u1101, p81, 3325)
(u120, p81):(u1101, p81, 3326)
(u1101, p81):(-1, -1, 3327)
(u1188, p677):(u1102, p677, 3328)
(u1188, p676):(u1102, p677, 3329)
(u1102, p676):(u1102, p677, 3330)
(u1102, p677):(-1, -1, 3331)
(u384, p529):(u1107, p529, 3332)
(u671, p529):(u1107, p529, 3333)
(u384, p528):(u1107, p528, 3334)
(u671, p528):(u1107, p528, 3335)
(u503, p528):(u1107, p528, 3336)
(u421, p203):(u1109, p203, 3337)
(u421, p183):(u1109, p183, 3338)
(u447, p280):(u1113, p280, 3339)
(u1033, p280):(u1113, p280, 3340)
(u987, p280):(u1113, p280, 3341)
(u1065, p280):(u1113, p280, 3342)
(u746, p280):(u1113, p280, 3343)
(u1113, p280):(-1, -1, 3344)
(u942, p111):(u1114, p111, 3345)
(u661, p61):(u1116, p61, 3346)
(u772, p61):(u1116, p61, 3347)
(u27, p61):(u1116, p61, 3348)
(u1054, p61):(u1116, p61, 3349)
(u154, p61):(u1116, p61, 3350)
(u1133, p61):(u1116, p61, 3351)
(u1085, p61):(u1116, p61, 3352)
(u222, p61):(u1116, p61, 3353)
(u492, p61):(u1116, p61, 3354)
(u1133, p13):(u1116, p13, 3355)
(u1085, p13):(u1116, p13, 3356)
(u907, p13):(u1116, p13, 3357)
(u27, p13):(u1116, p13, 3358)
(u249, p447):(u1117, p447, 3359)
(u1055, p447):(u1117, p447, 3360)
(u1012, p447):(u1117, p447, 3361)
(u337, p447):(u1117, p447, 3362)
(u270, p447):(u1117, p447, 3363)
(u1117, p447):(-1, -1, 3364)
(u830, p459):(u1119, p459, 3365)
(u289, p459):(u1119, p459, 3366)
(u775, p459):(u1119, p459, 3367)
(u1176, p459):(u1119, p459, 3368)
(u671, p459):(u1119, p459, 3369)
(u363, p459):(u1119, p459, 3370)
(u1119, p459):(-1, -1, 3371)
(u1122, p137):(u1122, p136, 3372)
(u496, p394):(u1123, p394, 3373)
(u167, p394):(u1123, p394, 3374)
(u1123, p394):(-1, -1, 3375)
(u273, p74):(u1128, p74, 3376)
(u1165, p74):(u1128, p74, 3377)
(u492, p74):(u1128, p74, 3378)
(u951, p74):(u1128, p74, 3379)
(u273, p4):(u1128, p4, 3380)
(u957, p4):(u1128, p4, 3381)
(u951, p4):(u1128, p4, 3382)
(u1165, p4):(u1128, p4, 3383)
(u790, p4):(u1128, p4, 3384)
(u560, p4):(u1128, p4, 3385)
(u492, p4):(u1128, p4, 3386)
(u1035, p671):(u1129, p671, 3387)
(u1045, p671):(u1129, p671, 3388)
(u1021, p671):(u1129, p671, 3389)
(u1129, p671):(-1, -1, 3390)
(u935, p361):(u1131, p361, 3391)
(u1132, p43):(u1132, p52, 3392)
(u1133, p49):(u1133, p660, 3393)
(u1133, p47):(u1133, p660, 3394)
(u1133, p43):(u1133, p660, 3395)
(u1133, p45):(u1133, p660, 3396)
(u1133, p52):(u1133, p660, 3397)
(u1133, p132):(u1133, p451, 3398)
(u1133, p278):(u1133, p451, 3399)
(u1133, p452):(u1133, p451, 3400)
(u1133, p51):(u1133, p422, 3401)
(u1133, p108):(u1133, p422, 3402)
(u1133, p660):(u1133, p661, 3403)
(u1133, p333):(u1133, p589, 3404)
(u586, p68):(u1137, p68, 3405)
(u653, p68):(u1137, p68, 3406)
(u537, p68):(u1137, p68, 3407)
(u99, p68):(u1137, p68, 3408)
(u146, p68):(u1137, p68, 3409)
(u441, p68):(u1137, p68, 3410)
(u517, p68):(u1137, p68, 3411)
(u303, p68):(u1137, p68, 3412)
(u795, p68):(u1137, p68, 3413)
(u122, p68):(u1137, p68, 3414)
(u1108, p68):(u1137, p68, 3415)
(u1163, p68):(u1137, p68, 3416)
(u803, p68):(u1137, p68, 3417)
(u1153, p68):(u1137, p68, 3418)
(u560, p68):(u1137, p68, 3419)
(u207, p68):(u1137, p68, 3420)
(u179, p68):(u1137, p68, 3421)
(u588, p68):(u1137, p68, 3422)
(u818, p68):(u1137, p68, 3423)
(u273, p68):(u1137, p68, 3424)
(u530, p68):(u1137, p68, 3425)
(u198, p68):(u1137, p68, 3426)
(u1165, p68):(u1137, p68, 3427)
(u399, p68):(u1137, p68, 3428)
(u655, p68):(u1137, p68, 3429)
(u338, p68):(u1137, p68, 3430)
(u996, p68):(u1137, p68, 3431)
(u690, p68):(u1137, p68, 3432)
(u1173, p68):(u1137, p68, 3433)
(u322, p68):(u1137, p68, 3434)
(u1096, p68):(u1137, p68, 3435)
(u389, p68):(u1137, p68, 3436)
(u1095, p68):(u1137, p68, 3437)
(u870, p68):(u1137, p68, 3438)
(u503, p68):(u1137, p68, 3439)
(u276, p68):(u1137, p68, 3440)
(u626, p68):(u1137, p68, 3441)
(u295, p68):(u1137, p68, 3442)
(u352, p68):(u1137, p68, 3443)
(u134, p68):(u1137, p68, 3444)
(u543, p68):(u1137, p68, 3445)
(u981, p68):(u1137, p68, 3446)
(u596, p68):(u1137, p68, 3447)
(u1137, p68):(-1, -1, 3448)
(u1140, p675):(u1140, p585, 3449)
(u1140, p265):(u1140, p585, 3450)
(u1140, p70):(u1140, p585, 3451)
(u1140, p585):(-1, -1, 3452)
(u312, p487):(u1142, p487, 3453)
(u859, p487):(u1142, p487, 3454)
(u1143, p164):(u1143, p163, 3455)
(u224, p435):(u1146, p435, 3456)
(u1146, p435):(-1, -1, 3457)
(u230, p393):(u1150, p393, 3458)
(u947, p393):(u1150, p393, 3459)
(u656, p393):(u1150, p393, 3460)
(u165, p393):(u1150, p393, 3461)
(u1132, p393):(u1150, p393, 3462)
(u1150, p393):(-1, -1, 3463)
(u391, p533):(u1154, p533, 3464)
(u973, p533):(u1154, p533, 3465)
(u455, p533):(u1154, p533, 3466)
(u1154, p533):(-1, -1, 3467)
(u1155, p541):(u1155, p540, 3468)
(u1155, p49):(u1155, p491, 3469)
(u1155, p42):(u1155, p491, 3470)
(u1155, p51):(u1155, p491, 3471)
(u1155, p45):(u1155, p491, 3472)
(u1155, p210):(u1155, p211, 3473)
(u1155, p54):(u1155, p216, 3474)
(u1155, p174):(u1155, p313, 3475)
(u1155, p46):(u1155, p642, 3476)
(u1155, p540):(u1155, p642, 3477)
(u1155, p143):(u1155, p642, 3478)
(u1155, p389):(u1155, p642, 3479)
(u1155, p211):(u1155, p642, 3480)
(u1155, p641):(u1155, p642, 3481)
(u1155, p491):(u1155, p642, 3482)
(u1155, p107):(u1155, p642, 3483)
(u1155, p333):(u1155, p642, 3484)
(u1159, p557):(u1159, p553, 3485)
(u1159, p118):(u1159, p553, 3486)
(u1159, p553):(-1, -1, 3487)
(u1166, p43):(u1166, p660, 3488)
(u1166, p45):(u1166, p660, 3489)
(u1166, p52):(u1166, p660, 3490)
(u1166, p49):(u1166, p660, 3491)
(u1166, p47):(u1166, p660, 3492)
(u1166, p0):(u1166, p345, 3493)
(u1166, p46):(u1166, p209, 3494)
(u1166, p215):(u1166, p209, 3495)
(u1166, p110):(u1166, p209, 3496)
(u1166, p13):(u1166, p209, 3497)
(u1166, p107):(u1166, p209, 3498)
(u1166, p108):(u1166, p209, 3499)
(u1166, p54):(u1166, p209, 3500)
(u1166, p109):(u1166, p209, 3501)
(u165, p176):(u1171, p176, 3502)
(u877, p176):(u1171, p176, 3503)
(u45, p176):(u1171, p176, 3504)
(u1084, p176):(u1171, p176, 3505)
(u165, p109):(u1171, p109, 3506)
(u877, p109):(u1171, p109, 3507)
(u45, p109):(u1171, p109, 3508)
(u441, p562):(u1174, p562, 3509)
(u441, p61):(u1174, p61, 3510)
(u708, p279):(u1178, p279, 3511)
(u576, p202):(u1179, p202, 3512)
(u243, p202):(u1179, p202, 3513)
(u662, p202):(u1179, p202, 3514)
(u784, p202):(u1179, p202, 3515)
(u562, p202):(u1179, p202, 3516)
(u129, p202):(u1179, p202, 3517)
(u1145, p202):(u1179, p202, 3518)
(u1182, p202):(u1179, p202, 3519)
(u1184, p202):(u1179, p202, 3520)
(u130, p202):(u1179, p202, 3521)
(u140, p202):(u1179, p202, 3522)
(u746, p202):(u1179, p202, 3523)
(u201, p202):(u1179, p202, 3524)
(u530, p202):(u1179, p202, 3525)
(u1005, p202):(u1179, p202, 3526)
(u1179, p202):(-1, -1, 3527)
(u45, p177):(u1183, p177, 3528)
(u171, p177):(u1183, p177, 3529)
(u877, p177):(u1183, p177, 3530)
(u1183, p177):(-1, -1, 3531)
(u1118, p607):(u1184, p607, 3532)
(u586, p607):(u1184, p607, 3533)
(u1184, p607):(-1, -1, 3534)
(u615, p0):(u0, p0, 3535)
(u129, p0):(u0, p0, 3536)
(u1069, p0):(u0, p0, 3537)
(u789, p0):(u0, p0, 3538)
(u0, p0):(-1, -1, 3539)
(u120, p25):(u6, p25, 3540)
(u199, p25):(u6, p25, 3541)
(u604, p25):(u6, p25, 3542)
(u530, p25):(u6, p25, 3543)
(u643, p25):(u6, p25, 3544)
(u524, p25):(u6, p25, 3545)
(u175, p25):(u6, p25, 3546)
(u107, p25):(u6, p25, 3547)
(u133, p25):(u6, p25, 3548)
(u874, p25):(u6, p25, 3549)
(u912, p25):(u6, p25, 3550)
(u554, p25):(u6, p25, 3551)
(u732, p25):(u6, p25, 3552)
(u649, p25):(u6, p25, 3553)
(u626, p25):(u6, p25, 3554)
(u715, p25):(u6, p25, 3555)
(u100, p25):(u6, p25, 3556)
(u6, p25):(-1, -1, 3557)
(u9, p33):(u9, p32, 3558)
(u9, p32):(-1, -1, 3559)
(u821, p37):(u10, p37, 3560)
(u10, p37):(-1, -1, 3561)
(u230, p84):(u19, p84, 3562)
(u205, p84):(u19, p84, 3563)
(u907, p84):(u19, p84, 3564)
(u116, p84):(u19, p84, 3565)
(u27, p84):(u19, p84, 3566)
(u19, p84):(-1, -1, 3567)
(u398, p111):(u28, p111, 3568)
(u1114, p111):(u28, p111, 3569)
(u368, p111):(u28, p111, 3570)
(u533, p111):(u28, p111, 3571)
(u514, p111):(u28, p111, 3572)
(u181, p111):(u28, p111, 3573)
(u544, p111):(u28, p111, 3574)
(u739, p111):(u28, p111, 3575)
(u424, p111):(u28, p111, 3576)
(u28, p111):(-1, -1, 3577)
(u634, p117):(u29, p117, 3578)
(u29, p117):(-1, -1, 3579)
(u250, p121):(u31, p121, 3580)
(u1069, p121):(u31, p121, 3581)
(u471, p121):(u31, p121, 3582)
(u47, p121):(u31, p121, 3583)
(u571, p121):(u31, p121, 3584)
(u31, p121):(-1, -1, 3585)
(u32, p109):(u32, p129, 3586)
(u32, p108):(u32, p129, 3587)
(u1122, p136):(u37, p136, 3588)
(u37, p136):(-1, -1, 3589)
(u116, p139):(u38, p139, 3590)
(u1064, p139):(u38, p139, 3591)
(u281, p139):(u38, p139, 3592)
(u38, p139):(-1, -1, 3593)
(u934, p19):(u41, p19, 3594)
(u1004, p19):(u41, p19, 3595)
(u877, p19):(u41, p19, 3596)
(u802, p19):(u41, p19, 3597)
(u1049, p19):(u41, p19, 3598)
(u186, p19):(u41, p19, 3599)
(u62, p19):(u41, p19, 3600)
(u518, p19):(u41, p19, 3601)
(u1041, p19):(u41, p19, 3602)
(u1155, p19):(u41, p19, 3603)
(u135, p19):(u41, p19, 3604)
(u249, p19):(u41, p19, 3605)
(u907, p19):(u41, p19, 3606)
(u224, p19):(u41, p19, 3607)
(u213, p19):(u41, p19, 3608)
(u999, p19):(u41, p19, 3609)
(u41, p19):(-1, -1, 3610)
(u1035, p154):(u42, p154, 3611)
(u991, p154):(u42, p154, 3612)
(u42, p154):(-1, -1, 3613)
(u488, p158):(u43, p158, 3614)
(u43, p158):(-1, -1, 3615)
(u1015, p160):(u44, p160, 3616)
(u1163, p160):(u44, p160, 3617)
(u769, p160):(u44, p160, 3618)
(u877, p160):(u44, p160, 3619)
(u44, p160):(-1, -1, 3620)
(u45, p170):(u45, p173, 3621)
(u45, p171):(u45, p173, 3622)
(u45, p182):(u45, p173, 3623)
(u45, p13):(u45, p173, 3624)
(u867, p152):(u46, p152, 3625)
(u1085, p188):(u49, p188, 3626)
(u812, p188):(u49, p188, 3627)
(u410, p188):(u49, p188, 3628)
(u49, p188):(-1, -1, 3629)
(u568, p195):(u53, p195, 3630)
(u910, p195):(u53, p195, 3631)
(u62, p217):(u62, p221, 3632)
(u62, p218):(u62, p221, 3633)
(u62, p53):(u62, p221, 3634)
(u62, p216):(u62, p221, 3635)
(u62, p105):(u62, p221, 3636)
(u62, p211):(u62, p221, 3637)
(u62, p167):(u62, p221, 3638)
(u62, p209):(u62, p221, 3639)
(u62, p219):(u62, p221, 3640)
(u62, p214):(u62, p221, 3641)
(u62, p213):(u62, p221, 3642)
(u62, p221):(-1, -1, 3643)
(u218, p224):(u63, p224, 3644)
(u625, p224):(u63, p224, 3645)
(u785, p224):(u63, p224, 3646)
(u972, p224):(u63, p224, 3647)
(u763, p224):(u63, p224, 3648)
(u531, p224):(u63, p224, 3649)
(u904, p224):(u63, p224, 3650)
(u769, p224):(u63, p224, 3651)
(u63, p224):(-1, -1, 3652)
(u593, p227):(u64, p227, 3653)
(u178, p227):(u64, p227, 3654)
(u461, p227):(u64, p227, 3655)
(u630, p227):(u64, p227, 3656)
(u1021, p227):(u64, p227, 3657)
(u64, p227):(-1, -1, 3658)
(u88, p249):(u70, p249, 3659)
(u477, p249):(u70, p249, 3660)
(u986, p249):(u70, p249, 3661)
(u531, p249):(u70, p249, 3662)
(u288, p249):(u70, p249, 3663)
(u93, p249):(u70, p249, 3664)
(u807, p249):(u70, p249, 3665)
(u1090, p249):(u70, p249, 3666)
(u687, p249):(u70, p249, 3667)
(u358, p249):(u70, p249, 3668)
(u70, p249):(-1, -1, 3669)
(u577, p250):(u71, p250, 3670)
(u1153, p250):(u71, p250, 3671)
